location,total_sqft,bath,price,rooms
KR Puram,960,4.0,80.0,4.0
Raja Rajeshwari Nagar,1255,2.0,53.87,2.0
Akshaya Nagar,1434,3.0,84.0,3.0
Doddathoguru,925,2.0,30.0,2.0
Jakkur,1858,3.0,123.0,3.0
Jakkuru Layout,1205,2.0,70.0,2.0
Nelamangala,1500,3.0,90.0,3.0
Nagawara Junction,1200,3.0,200.0,3.0
Mysore Road,1020,2.0,48.95,2.0
Thanisandra,965,2.0,56.0,2.0
7th Phase JP Nagar,1800,6.0,270.0,5.0
Hoysalanagar,1200,4.0,90.0,6.0
Battarahalli,1636,2.0,82.89,2.0
Kundalahalli,1724,3.0,125.0,3.0
Whitefield,1216,2.0,67.0,2.0
Yelahanka,654,1.0,36.25,1.0
Chikkabanavar,2460,7.0,80.0,4.0
Abbaiah Reddy Layout,1190,2.0,41.0,2.0
Tavarekere,1200,5.0,180.0,7.0
Budigere,1636,3.0,92.0,3.0
Hennur Road,1195,2.0,73.0,2.0
Nagavara,2400,3.0,251.0,3.0
1st Block HRBR Layout,1250,2.0,67.0,2.0
Whitefield,1452,3.0,90.0,3.0
Thanisandra,1546,3.0,95.0,3.0
Sarjapur  Road,3307 - 3464,6.0,142.0,4.0
Indira Nagar,1440,3.0,275.0,3.0
Naganathapura,2260,3.0,80.0,2.0
Tavarekere,2700,3.0,90.0,4.0
Indira Nagar,1475,2.0,171.0,2.0
JP Nagar,3000,3.0,150.0,4.0
KG Halli,375,1.0,26.0,1.0
Balagere,1007,2.0,66.0,2.0
Kanakpura Road,1.26Acres,1.0,125.0,1.0
Cubbon Road,5422,6.0,1900.0,4.0
Hennur Road,1020,2.0,47.0,2.0
Lavelle Road,1000,2.0,150.0,2.0
Varanasi,800,3.0,59.5,2.0
Geddalahalli,1200,3.0,95.0,5.0
Marathahalli,1125,2.0,55.0,2.0
Kudlu Gate,1150,9.0,140.0,9.0
Kada Agrahara,909,2.0,43.0,3.0
Whitefield,2850,5.0,240.0,4.0
Dodsworth Layout,1400,2.0,85.0,2.0
Kadugodi,1152,2.0,61.0,2.0
Subramanyapura,958,2.0,34.49,2.0
Whitefield,1150,2.0,55.0,2.0
Old Madras Road,2990,5.0,173.0,3.0
Bellandur,1310,2.0,85.0,2.0
Hosur Road,1590,2.0,126.0,3.0
Green Glen Layout,1645,3.0,110.0,3.0
Veerabhadra Nagar,1800,2.0,100.0,3.0
Thanisandra,1795,3.0,150.0,3.0
8th Phase JP Nagar,1100,2.0,35.0,2.0
Thanisandra,620 - 934,1.0,38.535,1.0
Kalkere,925,2.0,70.0,2.0
Basavangudi,1542.14,3.0,120.0,3.0
Konanakunte,3746,6.0,375.0,4.0
Thanisandra,1430,2.0,54.0,3.0
Bommanahalli,1020,2.0,55.0,2.0
Ramamurthy Nagar Extension,750,2.0,42.0,4.0
Electronic City Phase II,1140,2.0,32.92,2.0
Anekal,967,2.0,45.0,3.0
Hebbal,2470,4.0,203.0,4.0
Maruthi Nagar,850,1.0,35.5,2.0
Vidhyanagar Cross,1100,2.0,32.0,2.0
Thanisandra,1697,3.0,110.0,3.0
Varthur,1250,2.0,47.0,2.0
Gottigere,1120,2.0,50.0,2.0
NRI Layout,1200,4.0,95.0,4.0
Hennur Road,5100,6.0,375.0,5.0
7th Block Jayanagar,2400,3.0,480.0,4.0
Hebbal,1200,2.0,52.0,2.0
7th Phase JP Nagar,1100,2.0,44.0,2.0
 Devarachikkanahalli,1417,2.0,76.0,3.0
Thanisandra,1492,3.0,88.0,3.0
Devanahalli,1498,3.0,79.15,3.0
Bellari Road,3500,2.0,350.0,4.0
Kundalahalli,1010,2.0,48.27,2.0
Hennur,1255,2.0,53.5,2.0
Channasandra,1050,2.0,35.0,2.0
Hegde Nagar,1847,3.0,125.0,3.0
1st Stage Indira Nagar,1200,2.0,55.0,2.0
Bellandur,982,2.0,37.28,2.0
Hegde Nagar,2144.6,4.0,145.0,3.0
Kengeri,750,2.0,36.5,2.0
Electronic City,919,2.0,35.0,2.0
Budigere,1087,2.0,54.3,2.0
Sunder Ram Shetty Nagar,1480,3.0,74.0,3.0
Tindlu,1180,2.0,52.0,2.0
6th Block Jayanagar,2100,4.0,255.0,3.0
Jigani,1221,3.0,65.0,3.0
Haralur Road,1194,2.0,46.0,2.0
Thanisandra,2072,3.0,122.0,3.0
Whitefield,1600,3.0,69.0,3.0
Sahakara Nagar,2200,3.0,98.0,3.0
Rajaji Nagar,1640,3.0,220.0,3.0
Kaikondrahalli,1253,2.0,81.5,2.0
Hennur Road,1061,2.0,54.92,2.0
Marathahalli,1950,3.0,115.0,3.0
Marathahalli,1250,2.0,68.0,2.0
Hennur Road,1585,2.0,80.0,3.0
Kanakpura Road,1452,3.0,60.98,3.0
Kammasandra,1015,2.0,37.0,2.0
Begur Road,2462 - 2467,6.0,118.0,4.0
Marathahalli,1125,2.0,56.8,2.0
Electronic City Phase II,1116,2.0,40.0,2.0
Kadarenahalli,400,1.0,35.0,1.0
Kasavanhalli,4000,4.0,325.0,4.0
Hebbal,3900,4.0,410.0,4.0
Old Madras Road,1300,2.0,100.0,2.0
Raja Rajeshwari Nagar,1419,2.0,60.42,2.0
Punappa Layout,1310,2.0,55.0,3.0
Thigalarapalya,2072,4.0,152.0,3.0
Kaggadasapura,1240,2.0,58.58,2.0
Chamrajpet,1565,3.0,98.91,3.0
Budigere,1820,3.0,89.0,3.0
Gubbalala,2500,3.0,88.0,3.0
KR Puram,3657,5.0,310.0,5.0
Hosa Road,1245,2.0,62.0,2.0
GM Palaya,1315,3.0,65.0,3.0
Kenchenahalli,1410,2.0,73.0,3.0
Dasarahalli,1375,2.0,60.0,2.0
Old Madras Road,1299,2.0,95.0,2.0
Pampa Extension,993,2.0,45.5,2.0
Bommasandra Industrial Area,1200,3.0,45.0,2.0
Lavelle Road,985,2.0,156.0,2.0
4th Block Koramangala,2400,5.0,180.0,4.0
Hebbal,1255,2.0,95.0,3.0
Hoodi,1655,3.0,131.0,3.0
Whitefield,2830,5.0,190.0,4.0
 Sector 1 HSR Layout,6000,1.0,276.0,1.0
Electronic City,550,1.0,15.0,2.0
Balaji Gardens Layout,825,2.0,40.0,1.0
Begur Road,1634,3.0,111.0,3.0
Kogilu,1200,6.0,105.0,8.0
Banaswadi,1222,2.0,80.0,2.0
Gottigere,1500,3.0,63.0,3.0
Akshaya Nagar,1890,4.0,100.0,3.0
Hegde Nagar,3750,6.0,375.0,4.0
Hulimavu,850,1.0,39.5,2.0
Whitefield,1295,2.0,78.5,2.0
Sarjapur  Road,1320,2.0,100.0,2.0
ISRO Layout,950,3.0,179.0,4.0
Hebbal,1200,4.0,225.0,4.0
2nd Stage Nagarbhavi,3000,3.0,170.0,4.0
Harlur,1197,2.0,82.0,2.0
Hoysalanagar,1320,2.0,60.0,3.0
Billekahalli,1180,5.0,98.5,5.0
Whitefield,840,1.0,57.6,1.0
Whitefield,540 - 740,1.0,19.83,1.0
Raja Rajeshwari Nagar,1693,3.0,71.38,3.0
Kodihalli,1000,2.0,62.0,2.0
Babusapalaya,1305,2.0,70.0,2.0
Kodichikkanahalli,450,1.0,18.0,1.0
CV Raman Nagar,705,1.0,57.0,1.0
Ilyas Nagar,750,6.0,75.0,4.0
Tumkur Road,4800,5.0,150.0,5.0
Koramangala Industrial Layout,5000,5.0,600.0,4.0
Gubbalala,5000,4.0,425.0,4.0
Whitefield,1991,3.0,104.0,3.0
Battarahalli,1779,3.0,90.0,3.0
Whitefield,10200,4.0,1250.0,4.0
Banaswadi,870,2.0,38.0,2.0
Thanisandra,1595,3.0,120.0,3.0
Kanakpura Road,525,1.0,26.0,1.0
Ramamurthy Nagar,945,5.0,120.0,4.0
Basaveswarnagar,2400,4.0,420.0,6.0
Iblur Village,2000,4.0,138.0,3.0
Yelahanka,1614,3.0,93.0,3.0
Gottigere,1200,2.0,40.0,2.0
Electronic City Phase II,1150,3.0,46.0,3.0
Indira Nagar,3200,4.0,440.0,4.0
Sonnenahalli,1610,3.0,80.48,3.0
Whitefield,1190,2.0,41.0,2.0
Kallumantapa,1050,2.0,50.0,2.0
Vaishnavi Layout,4800,5.0,420.0,4.0
7th Phase JP Nagar,1460,2.0,97.0,3.0
Jaymahal Road,3400,3.0,400.0,3.0
Naganathapura,600,1.0,33.0,1.0
Suraksha Nagar,1569,3.0,70.0,3.0
"Off Sarjapur Road, ",2600,3.0,147.0,3.0
Electronics City Phase 1,645,1.0,42.5,1.0
Nagarbhavi Garden Villas Layout,1200,3.0,180.0,4.0
Nagarbhavi,800,3.0,95.0,3.0
Mico Layout,800,2.0,80.0,2.0
Marathahalli,1350,2.0,90.0,2.0
BTM 2nd Stage,2780,4.0,325.0,3.0
Rajarajeshwari Nagara,1410,2.0,45.12,3.0
Whitefield,1109,2.0,35.47,2.0
Vasanth nagar,2000,3.0,1063.0,4.0
Agrahara Dasarahalli,800,1.0,72.0,1.0
Bannerghatta Road,1215,2.0,68.0,2.0
Basaveshwara Nagar,1230,6.0,250.0,8.0
Prithvi Layout,2273,4.0,192.0,3.0
Varthur Road,1255,2.0,52.76,2.0
B Narayanapura,1020,2.0,49.0,2.0
T R Mill Road,1225,2.0,82.0,3.0
Singasandra,1120,2.0,60.0,2.0
Victoria Layout,2400,5.0,625.0,5.0
Kasavanhalli,1225,2.0,69.0,3.0
Whitefield,5200,5.0,242.0,4.0
Indira Nagar,4000,4.0,700.0,4.0
Sarjapur  Road,1984,4.0,145.0,3.0
Old Madras Road,2425,3.0,197.0,3.0
ITPL,1200,3.0,56.12,3.0
Bommasandra,1127,2.0,45.0,2.0
Whitefield,1655,3.0,97.0,3.0
Ananth Nagar,500,1.0,14.0,1.0
Varthur,1200,3.0,68.38,3.0
Kaggadasapura,1000,2.0,43.0,2.0
CV Raman Nagar,1225,2.0,47.88,2.0
Hormavu,1350,2.0,45.0,2.0
Nagarbhavi,600,5.0,95.0,4.0
Sahakara Nagar,1175,2.0,49.0,2.0
Sanne Amanikere,655,1.0,27.0,1.0
Hosa Road,1311,2.0,84.86,3.0
Banashankari Stage VI,600,4.0,90.0,3.0
CV Raman Nagar,1000,2.0,38.5,2.0
Indira Nagar Stage 2,1196,2.0,96.0,2.0
Kanakpura Road,1050,2.0,59.0,3.0
Somasundara Palya,1275,2.0,52.0,3.0
Hommadevanahalli,927,2.0,50.0,2.0
Varthur,1520,2.0,61.0,3.0
BTM Layout 2nd Stage 1st Phase,2400,5.0,395.0,4.0
Hebbal,1333,2.0,104.0,2.0
Tunganagara,600,1.0,18.0,1.0
Abbigere,1326,2.0,34.8,3.0
Sarjapur  Road,1618 - 1929,,85.125,3.0
Koramangala,1370,2.0,125.0,2.0
Koramangala,1100,2.0,85.0,2.0
Haralur Road,1650,3.0,100.0,3.0
Kasavanhalli,1917,3.0,132.0,3.0
Doddakannelli,780,3.0,75.0,3.0
Billekahalli,950,2.0,58.11,2.0
T C Palya main Road,1175,2.0,48.72,2.0
8th Phase JP Nagar,1089,2.0,43.55,2.0
Kalena Agrahara,1804,3.0,175.0,3.0
Hoodi,1257,2.0,68.5,2.0
Sarjapur,650,1.0,19.87,1.0
Whitefield,1850,3.0,150.0,3.0
Vishwapriya Nagar,2800,4.0,200.0,4.0
Vidyaranyapura,945,2.0,40.0,2.0
Koramangala,1161,2.0,63.85,2.0
Banashankari Stage V,1630,3.0,51.35,3.0
Jalahalli,1310,2.0,60.0,3.0
Lake City,750,2.0,28.0,2.0
Whitefield,1200,3.0,67.77,3.0
Vittal Nagar,1000,2.0,45.0,2.0
Old Madras Road,4000,4.0,225.0,4.0
Nagavara,1315,2.0,70.0,2.0
Sahakara Nagar,1370,2.0,90.0,3.0
Ulsoor,1200,4.0,150.0,5.0
Bellandur,1465,3.0,90.0,2.0
JP Nagar,20000,3.0,175.0,3.0
Electronic City,1128,2.0,64.0,2.0
Padmanabhanagar,1250,2.0,70.0,3.0
Hebbal,1645,3.0,117.0,3.0
Horamavu Agara,1284,2.0,75.0,3.0
Hebbal,2600,3.0,199.0,3.0
Kodigehalli,1820,3.0,150.0,3.0
Haralur Road,1580,3.0,73.0,3.0
Akshaya Nagar,2650,3.0,125.0,3.0
Bannerghatta Road,1215,2.0,68.0,2.0
Uttarahalli,1075,2.0,40.0,2.0
R.T. Nagar,1400,2.0,78.0,3.0
Subramanyapura,1400,2.0,55.0,3.0
Bisuvanahalli,845,2.0,30.0,2.0
Hegde Nagar,2600,4.0,40.0,4.0
Sarjapur,3508 - 4201,6.0,385.5,4.0
Richards Town,800,2.0,85.0,2.0
Panathur,1199,2.0,85.0,2.0
Gunjur,1175,2.0,43.48,2.0
Sahakara Nagar,2400,3.0,270.0,3.0
Bellandur,1767,3.0,109.0,3.0
Sarjapur  Road,1800,3.0,90.0,4.0
Talaghattapura,1856,3.0,135.0,3.0
R.T. Nagar,1200,3.0,140.0,3.0
Rajaji Nagar,1613,3.0,150.0,3.0
Jakkur,6830,5.0,795.0,4.0
Whitefield,1290,2.0,90.0,2.0
Kasavanhalli,1375,2.0,78.0,2.0
Bagalur,985,2.0,57.0,2.0
Jeevan bima nagar,1200,4.0,200.0,4.0
Singasandra,1099,2.0,37.5,2.0
Electronic City,605,1.0,13.31,1.0
1 Immadihalli,6000,12.0,150.0,11.0
RMV Extension Stage 2,3600,7.0,160.0,7.0
Marathahalli,1200,2.0,53.0,2.0
Hulimavu,1000,2.0,45.0,2.0
Electronic City,1159,2.0,38.0,3.0
Sarjapur  Road,3692,5.0,340.0,5.0
Devi Nagar,600,2.0,80.0,2.0
4th Block Koramangala,2400,4.0,600.0,4.0
BTM Layout,1540,2.0,78.0,3.0
"JP Nagar 7th Phase, ",1503,2.0,93.0,3.0
Ambedkar Nagar,1850,4.0,120.0,3.0
Uttarahalli,1580,3.0,60.0,3.0
Mico Layout,1190,2.0,39.25,2.0
Sampigehalli,1200,2.0,61.0,2.0
HAL 2nd Stage,1000,7.0,250.0,7.0
Jakkur,850,1.0,19.9,2.0
Domlur,2180,3.0,285.0,3.0
Hennur Bande,2500,2.0,60.0,3.0
ITPL,1200,3.0,56.12,3.0
Kamakshipalya,1500,2.0,52.0,3.0
Navodaya Nagar,1200,3.0,180.0,5.0
Thanisandra,1880,3.0,120.0,3.0
Padmanabhanagar,1150,2.0,45.0,2.0
Kasavanhalli,4408,4.0,344.0,4.0
Bellandur,924,2.0,35.11,2.0
Sarjapur  Road,7800,6.0,385.0,5.0
Kumaraswami Layout,600,6.0,100.0,6.0
Pattanagere,750,4.0,95.0,4.0
Karuna Nagar,1962,3.0,175.0,3.0
2nd Stage Nagarbhavi,1200,4.0,240.0,5.0
B Narayanapura,1765,3.0,77.27,3.0
Attibele,1174,2.0,29.35,2.0
Bannerghatta Road,1894,3.0,115.0,3.0
Ramamurthy Nagar,960,2.0,138.0,4.0
Sector 7 HSR Layout,1760,3.0,142.0,3.0
Doddanakundi Industrial Area 2,1768,3.0,95.0,3.0
Kothanur,1790,3.0,97.0,3.0
Kumara Park,3500,5.0,800.0,4.0
Whitefield,1200,2.0,45.0,2.0
Kengeri,2540,4.0,160.0,4.0
Mahadevpura,1137,2.0,53.4,2.0
Jakkur,2249.81 - 4112.19,,229.0,4.0
Guni Agrahara,1200,6.0,115.0,7.0
Mysore Road,1568,2.0,100.0,3.0
Devanahalli,4900 - 4940,4.0,393.5,4.0
AECS Layout,1308,2.0,60.0,2.0
Shankarapuram,3060,4.0,350.0,4.0
Bisuvanahalli,1200,2.0,41.0,3.0
Shetty Halli,800,1.0,32.0,1.0
Electronic City,530,1.0,13.5,1.0
Bisuvanahalli,873,2.0,40.0,3.0
AGB Layout,3000,6.0,145.0,7.0
2nd Stage Arekere Mico Layout,1200,4.0,235.0,4.0
Subramanyapura,958,2.0,33.53,2.0
Thigalarapalya,2072,4.0,160.0,3.0
Talaghattapura,2273,3.0,159.0,3.0
Banashankari Stage VI,600,3.0,90.0,3.0
Thanisandra,760,1.0,50.0,1.0
Dommasandra,1090,2.0,43.5,2.0
Thigalarapalya,2072,4.0,155.0,3.0
Bellandur,2666,3.0,230.0,3.0
Sarjapur  Road,1550,2.0,89.0,3.0
Ramagondanahalli,1251,2.0,50.0,2.0
Electronic City,1070,2.0,53.0,2.0
Kalena Agrahara,1200,2.0,45.0,2.0
CV Raman Nagar,1435,2.0,60.0,3.0
Bommasandra,1400,2.0,45.0,3.0
Judicial Layout,2330,3.0,94.71,4.0
Thanisandra,1200,2.0,60.0,2.0
Panathur,1000,2.0,40.0,2.0
Bannerghatta Road,1655,2.0,62.89,3.0
Raja Rajeshwari Nagar,3600,9.0,240.0,9.0
Bidrahalli,600,1.0,35.0,1.0
Electronics City Phase 1,1175,2.0,50.0,2.0
Uttarahalli,1155,2.0,40.43,2.0
Magadi Road,1200,3.0,98.0,3.0
Budigere,1149,2.0,65.0,2.0
Jakkur,1610 - 1880,,98.485,3.0
Choodasandra,3200,4.0,375.0,4.0
Chinnapanahalli,1010,2.0,55.0,2.0
Hegde Nagar,1718,3.0,119.0,3.0
Bilal Nagar,650,1.0,20.0,2.0
Banashankari,1330,2.0,77.0,2.0
Hormavu,1200,2.0,68.0,2.0
Bannerghatta Road,1693,3.0,89.0,3.0
Koramangala,1249,2.0,165.0,2.0
Thanisandra,1800,4.0,125.0,3.0
Margondanahalli,900,2.0,55.0,2.0
NGR Layout,1020,2.0,46.0,2.0
Amruthahalli,1700,3.0,77.0,3.0
Panathur,661,1.0,40.0,1.0
Bannerghatta Road,1280,2.0,60.16,2.0
Krishna Nagar,1000,4.0,90.0,5.0
Hosur Road,1170,2.0,48.0,2.0
Thanisandra,933,2.0,58.0,1.0
Sarjapur  Road,1150,2.0,44.0,2.0
Benson Town,3633,6.0,550.0,4.0
Rajaji Nagar,1380,3.0,130.0,3.0
Banjara Layout,1050,2.0,64.8,2.0
Kanakapura Main Road,1080,2.0,37.8,2.0
Harlur,1303,2.0,90.0,2.0
Raja Rajeshwari Nagar,1196,2.0,40.54,2.0
Nagarbhavi,2500,3.0,180.0,5.0
Sarjapur  Road,1200,4.0,95.0,5.0
Bommanahalli,1250,3.0,41.0,3.0
Akshaya Nagar,1419,2.0,87.0,3.0
Banashankari,1200,2.0,49.0,2.0
7th Phase JP Nagar,1120,2.0,65.0,2.0
Electronics City Phase 1,755 - 770,1.0,45.4,1.0
Electronics City Phase 1,1245,2.0,75.0,2.0
Palanahalli,3978,4.0,428.0,4.0
Channasandra,1093,2.0,34.0,2.0
Electronic City,1025,1.0,26.63,2.0
Hebbal,1345,2.0,97.0,2.0
Suryanagar,1500,2.0,45.0,2.0
Vijayanagar,1180,2.0,86.0,2.0
NGR Layout,1020,2.0,48.45,2.0
Nanjappa Layout,1800,3.0,85.0,3.0
Konanakunte,3621,4.0,511.0,4.0
Banagiri Nagar,2008,3.0,170.0,3.0
Kothannur,1240,2.0,39.85,3.0
CV Raman Nagar,1020,2.0,55.0,2.0
2nd Stage Arekere Mico Layout,2095,3.0,142.0,3.0
Gunjur,1362,3.0,62.63,3.0
Yelahanka,694,1.0,30.84,1.0
Vittasandra,1404,2.0,70.0,2.0
Electronic City Phase II,1192,2.0,47.0,3.0
Wilson Garden,1850,12.0,300.0,8.0
Mahalakshmi Layout,1050,1.0,35.0,4.0
Vittasandra,1259,2.0,67.48,2.0
Kengeri,1000,2.0,34.0,2.0
Rachenahalli,985,2.0,49.97,2.0
Indira Nagar,850,1.0,60.0,1.0
Uttarahalli,1650,2.0,50.0,3.0
Rajaji Nagar,2400,3.0,320.0,5.0
Sarjapur  Road,1900,4.0,180.0,3.0
Ambedkar Nagar,1367,2.0,86.0,2.0
Rajaji Nagar,1210,2.0,81.0,3.0
Duvasapalya,1190,2.0,48.6,2.0
Sarjapur,1175,2.0,42.0,2.0
R.T. Nagar,2800,4.0,400.0,4.0
Whitefield,1140,2.0,40.0,2.0
Hoskote,1095,2.0,33.6,2.0
Attibele,782,1.0,19.55,1.0
Gubbalala,1435,2.0,80.0,3.0
Choodasandra,725,2.0,36.0,2.0
BCMC Layout,1600,2.0,88.0,3.0
9th Phase JP Nagar,1200,5.0,160.0,5.0
Hosakerehalli,3205,4.0,300.0,4.0
Vishwapriya Layout,720,3.0,95.0,4.0
Nehru Nagar,1674,3.0,90.0,3.0
Jnanabharathi Layout,860,4.0,125.0,4.0
Haralur Road,1243,2.0,46.0,2.0
Kanakpura Road,1703,3.0,130.0,3.0
Padmanabhanagar,1350,3.0,71.55,3.0
Horamavu Agara,1145,2.0,41.21,2.0
Whitefield,1216,2.0,75.0,2.0
7th Phase JP Nagar,1100,3.0,60.0,2.0
Sarjapur  Road,2425,5.0,201.0,4.0
Kothanur,2700,4.0,175.0,4.0
Raja Rajeshwari Nagar,1196,2.0,40.54,2.0
Kanakpura Road,1600,3.0,90.0,3.0
Banashankari Stage V,1510,3.0,47.57,3.0
Hosakerehalli,3033,4.0,326.0,4.0
Pai Layout,780,2.0,72.0,2.0
Haralur Road,1194,2.0,47.0,2.0
Banashankari Stage II,1250,2.0,110.0,2.0
Sarjapur  Road,1480,4.0,169.0,5.0
Horamavu Agara,1250,4.0,100.0,4.0
Udaya Nagar,1350,4.0,160.0,4.0
Laggere,620,2.0,48.0,1.0
Raja Rajeshwari Nagar,1630,3.0,60.65,3.0
Hennur Road,1020,2.0,45.0,2.0
Hosakerehalli,1410,2.0,53.58,3.0
Bhoganhalli,1181.7,2.0,100.0,2.0
9th Block Jayanagar,1200,8.0,270.0,9.0
Sarjapur  Road,1691,3.0,113.0,3.0
KR Puram,1200,4.0,83.0,4.0
Banaswadi,1200,2.0,60.0,2.0
Old Airport Road,1050,2.0,50.0,2.0
Kathriguppe,1300,3.0,77.99,3.0
Whitefield,1356,2.0,94.84,2.0
Whitefield,1338,2.0,103.0,2.0
Kengeri Satellite Town Stage II,500,1.0,20.0,1.0
Vasantha Vallabha Nagar,1280,2.0,100.0,3.0
Raja Rajeshwari Nagar,1531,3.0,51.77,3.0
Church Street,11000,4.0,1600.0,4.0
Anekal,620,1.0,23.5,2.0
8th Phase JP Nagar,1605,2.0,65.0,3.0
Thanisandra,1917,3.0,110.0,3.0
Nagarbhavi,1200,3.0,340.0,4.0
Srinivas Colony,2750,3.0,943.0,3.0
Sarjapur  Road,1400,3.0,55.0,3.0
Thubarahalli,2625,3.0,175.0,3.0
Sahakara Nagar,1100,2.0,55.0,2.0
Hennur Road,2041,3.0,128.0,3.0
Sarjapur  Road,2070,4.0,160.0,3.0
Hebbal,1110,3.0,59.0,3.0
Uday Nagar,1650,3.0,110.0,3.0
Ambedkar Nagar,3565,4.0,255.0,4.0
Varthur Road,1033,2.0,30.47,3.0
HSR Layout,1142,2.0,65.0,2.0
Mathikere,1500,2.0,75.0,3.0
Electronic City Phase II,1502,3.0,50.0,3.0
Shree Ananth Nagar Layout,1176,2.0,45.0,3.0
Hosa Road,1063,2.0,32.8,2.0
Kammanahalli,1100,2.0,60.0,2.0
Kamakshipalya,1044,2.0,85.0,2.0
Sarjapur  Road,5400,3.0,700.0,3.0
6th Phase JP Nagar,1216,2.0,60.0,2.0
Suddaguntepalya,1425,3.0,55.0,3.0
Hongasandra,1200,8.0,150.0,8.0
Hosur Road,1345,2.0,108.0,2.0
Marathahalli,1248,2.0,130.0,2.0
Chaitanya Ananya,1830,4.0,325.0,4.0
Shankarapuram,900,1.0,130.0,2.0
Bellandur,3600,4.0,245.0,4.0
Uttarahalli,1025,2.0,35.88,2.0
Nagashetty Halli,840,1.0,99.0,2.0
Lakshminarayana Pura,3050,2.0,90.0,3.0
Kadubeesanahalli,1424,2.0,75.0,3.0
EPIP Zone,2500,3.0,268.0,3.0
ISRO Layout,1200,6.0,230.0,6.0
Byrasandra Extension,1285,2.0,45.0,2.0
Babusapalaya,1450,2.0,55.99,2.0
Raja Rajeshwari Nagar,1160,2.0,70.0,2.0
Yelahanka New Town,2700,3.0,350.0,3.0
Gattahalli,2000,2.0,95.0,3.0
Uttarahalli,1125,2.0,47.65,2.0
Old Madras Road,3900,4.0,175.0,4.0
Raja Rajeshwari Nagar,1133,2.0,38.37,2.0
Arekere,1240,2.0,60.0,2.0
Devanahalli,1466,3.0,77.59,3.0
Outer Ring Road East,3870,4.0,411.0,4.0
Ramagondanahalli,1610,2.0,115.0,3.0
Sarjapur  Road,1220,3.0,56.0,3.0
Kaggadasapura,1225,2.0,48.0,2.0
Akshaya Nagar,1300,2.0,54.0,2.0
Thanisandra,1996,4.0,123.0,3.0
Mallathahalli,1320,2.0,55.0,3.0
Rajaji Nagar,1800,3.0,240.0,3.0
Richmond Town,1835,3.0,175.0,3.0
Sarjapur  Road,1435,3.0,90.0,3.0
Whitefield,4097,3.0,400.0,3.0
Rayasandra,1601,3.0,70.0,3.0
Kadubeesanahalli,1257,2.0,93.0,2.0
Iblur Village,3596,5.0,260.0,4.0
Kasavanhalli,1309,2.0,95.0,2.0
Yeshwanthpur,1362,2.0,100.0,2.0
Whitefield,1115,2.0,55.0,2.0
Whitefield,1870,3.0,90.0,3.0
manyata park,1322,2.0,61.99,2.0
Telecom Layout,1450,2.0,65.0,3.0
Banashankari,1185,2.0,67.0,2.0
7th Phase JP Nagar,1790,3.0,120.0,3.0
Whitefield,3450,4.0,208.0,3.0
Rachenahalli,1050,2.0,52.5,2.0
Budigere,664 - 722,1.0,27.375,1.0
Sarjapur  Road,5400,4.0,750.0,4.0
Devanahalli,775,1.0,39.0,1.0
Hoodi,1000,2.0,48.0,2.0
Thanisandra,1183,2.0,77.25,2.0
Binny Pete,1282,3.0,178.0,3.0
Alur,425,1.0,15.0,1.0
Nelamangala,820,2.0,30.0,2.0
Richmond Town,2230,4.0,792.0,4.0
Hebbal,1200,2.0,52.0,2.0
Ramagondanahalli,1151,2.0,43.6,2.0
Hulimavu,1320,2.0,59.0,3.0
Bikasipura,1450,3.0,68.0,3.0
Poorna Pragna Layout,1270,2.0,50.79,3.0
Hegde Nagar,1847,3.0,123.0,3.0
Devanahalli,1020,2.0,49.87,1.0
Somasundara Palya,1650,3.0,95.0,3.0
Richmond Town,2380,4.0,242.0,4.0
Electronic City,2400,2.0,78.0,3.0
Begur Road,1160,2.0,44.0,2.0
Haralur Road,2805,4.0,154.0,4.0
Mysore Road,1360,3.0,47.6,3.0
Brookefield,1089,2.0,49.0,2.0
Yelahanka,1115,2.0,60.0,2.0
Kudlu Gate,1215,2.0,45.0,2.0
Sarjapur  Road,1194,2.0,51.0,2.0
Kannamangala,1536,3.0,104.0,3.0
Hennur,1255,2.0,55.5,2.0
Electronic City,1571,3.0,83.0,3.0
Virupakshapura,900,1.0,70.0,2.0
Keshava Nagar,1517,2.0,125.0,2.0
Budigere,664,1.0,35.4,1.0
 Devarachikkanahalli,1230,2.0,58.0,2.0
Hegde Nagar,1340,2.0,72.0,2.0
Attibele,1175,2.0,29.38,2.0
Benson Town,3569,4.0,600.0,4.0
Sarjapur,1240,2.0,43.1,2.0
V.V Puram,151.11Sq. Yards,2.0,150.0,3.0
Electronic City,1470,2.0,44.1,3.0
Kanakpura Road,525,,29.25,1.0
7th Phase JP Nagar,1680,3.0,117.0,3.0
Sri Sai Layout,1000,2.0,35.0,2.0
Gunjur,1071,2.0,51.0,2.0
Sector 2 HSR Layout,1512,3.0,80.0,3.0
Frazer Town,3435,2.0,341.0,4.0
Thanisandra main road,3144,3.0,455.0,3.0
Kalyan nagar,1190,2.0,60.0,2.0
Pattandur Agrahara,1550,2.0,80.0,3.0
Kanakpura Road,1283,2.0,63.22,2.0
Mallasandra,1325,2.0,73.0,2.0
Whitefield,1105,2.0,35.36,2.0
Banaswadi,1600,3.0,74.5,3.0
Devara Jeevanahalli,400,2.0,35.0,4.0
Kanakpura Road,700 - 900,,41.145,2.0
Hennur,1100,2.0,44.55,2.0
Talaghattapura,2099,3.0,147.0,3.0
